嗚呼;ꜛあꜜあ
4角形;しꜛかく*ꜜけい
四角形;しꜛかく*ꜜけい
4角形;しꜛかꜜっけい
四角形;しꜛかꜜっけい
四角四面;しꜛかく*しꜜめん
自覚症状;じꜛかく*しょꜜうじょう
四角張る;しꜛかくばꜜる
歯学部;しꜛが~くꜜぶ
仕掛け;しꜛかけ
仕掛け花火;しꜛかけはꜜなび
仕掛ける;しꜛかけꜜる
死火山;しꜛかꜜざん
併し;しꜛかꜜし
然然;しꜛかꜜじか
自画自賛;ꜛじꜜが~じさん
然して;しꜛかꜜし*て
併しながら;しꜛかしなꜜが~ら
詩華集;しꜛかꜜしゅう
字数;じꜛかず
字数;じꜛかꜜず
自家製;じꜛかせい
耳下せん;じꜛかせん
耳下腺;じꜛかせん
耳下せん;じꜛかꜜせん
耳下腺;じꜛかꜜせん
耳下せん炎;じꜛかせꜜんえん
耳下腺炎;じꜛかせꜜんえん
自画像;じꜛが~ぞう
自画像;じꜛが~ꜜぞう
仕方;しꜛかた
地方;じꜛかた
歯科大学;しꜛかだꜜいが~く
仕方ない;しꜛかたなꜜい
仕方無しに;しꜛかたなꜜしに
仕方ばなし;しꜛかたばꜜなし
仕方咄;しꜛかたばꜜなし
地下足袋;じꜛかたび
地固め;じꜛが~ꜜため
じか談判;じꜛかだꜜんぱん
死活;しꜛかつ
4月;しꜛが~つꜜ
四月;しꜛが~つꜜ
4月;しꜛが~つ
四月;しꜛが~つ
自活;じꜛかつ
私学校;しꜛが~ꜜっこう
しかつめらしい;しꜛかつめらしꜜい
確と;しꜛかꜜと
確と;ꜛしꜜかと
自家どうちゃく;じꜛかどꜜうちゃく
自家撞着;じꜛかどꜜうちゃく
しがない;しꜛが~なꜜい
直に;ꜛじꜜかに
地金;じꜛが~ね
為兼ねる;しꜛかねꜜる
直穿き;じꜛかばき
似我蜂;じꜛが~ꜜばち
屍;しꜛかばね
私家版;しꜛかばん
じか火;じꜛかび
直火;じꜛかび
じか火;じꜛかꜜび
直火;じꜛかꜜび
しか笛;しꜛかぶえ
鹿笛;しꜛかぶえ
しか笛;しꜛかぶꜜえ
鹿笛;しꜛかぶꜜえ
直播き;じꜛかまき
地髪;じꜛが~み
地紙;じꜛが~み
しがみつく;しꜛが~みつ*ꜜく
しがみつく;しꜛが~みつ*く
しがみつく;しꜛが~ꜜみつ*く
しかめっ面;しꜛかめっつら
しかめ面;しꜛかめずら
しかめ面;しꜛかめづら
顰める;しꜛかめꜜる
顰める;しꜛかめる
然も;しꜛかꜜも
而も;しꜛかꜜも
じか焼き;じꜛかやき
直焼き;じꜛかやき
自家用;じꜛかよう
自家用車;じꜛかよꜜうしゃ
然らずんば;しꜛからずꜜんば
しからば;しꜛかꜜらば
柵;しꜛが~らみ
然り;しꜛかꜜり
しかりつける;しꜛかりつ*けꜜる
叱る;しꜛかる
然るに;しꜛかꜜるに
しかるべき;しꜛかるべꜜき
しかるべく;しꜛかるべꜜく
シガレット;ꜛしꜜがれっと
シガレット;しꜛがれꜜっと
しかれども;しꜛかꜜれども
士官;ꜛしꜜかん
士官;しꜛかꜜん
弛緩;しꜛかん
仕官;しꜛかꜜん
仕官;ꜛしꜜかん
史観;しꜛかꜜん
子癇;しꜛかꜜん
史観;しꜛかん
子癇;しꜛかん
志願;ꜛしꜜが~ん
次官;ꜛじꜜかん
時間;じꜛかん
時間外;じꜛかんが~い
時間外;じꜛかꜜんが~い
士官学校;しꜛかんがꜜっこう
時間給;じꜛかꜜんきゅう
時間給;じꜛかんきゅう
時間切れ;じꜛかんぎ~れ
志願者;しꜛが~ꜜんしゃ
時間帯;じꜛかんたい
志願票;しꜛが~んひょう
時間表;じꜛかんひょう
歯間ブラシ;しꜛかんぶꜜらし
志願兵;しꜛが~ꜜんへい
時間割り;じꜛかんわり
式;しꜛきꜜ
敷き;しꜛきꜜ
四季;しꜛきꜜ
指揮;しꜛきꜜ
士気;しꜛきꜜ
死期;しꜛきꜜ
私記;しꜛきꜜ
四季;ꜛしꜜき
指揮;ꜛしꜜき
士気;ꜛしꜜき
死期;ꜛしꜜき
私記;ꜛしꜜき
仕儀;ꜛしꜜぎ~
鴫;ꜛしꜜぎ~
市議;ꜛしꜜぎ~
次期;ꜛじꜜき
磁気;ꜛじꜜき
磁器;ꜛじꜜき
自棄;ꜛじꜜき
時期;ꜛじꜜき
時機;ꜛじꜜき
直;じꜛき
時宜;ꜛじꜜぎ~
児戯;ꜛじꜜぎ~
字義;ꜛじꜜぎ~
じき扱い;じꜛきあꜜつ*かい
直扱い;じꜛきあꜜつ*かい
磁気あらし;じꜛきあꜜらし
敷居;しꜛきい
敷居越し;しꜛきいご~し
敷石;しꜛきいし
敷板;しꜛきいた
敷き写し;しꜛきうつ*し
時期遅れ;じꜛきおꜜくれ
市議会;しꜛぎꜜかい
市議会;しꜛぎ~ꜜかい
市議会議員;しꜛぎかいぎꜜいん
市議会議員;しꜛぎ~かいぎꜜいん
色覚;しꜛきかく
敷き重ねる;しꜛきかさねꜜる
敷紙;しꜛきが~み
敷皮;しꜛきが~わ
敷きがわら;しꜛきが~ꜜわら
敷き瓦;しꜛきが~ꜜわら
指揮官;しꜛきꜜかん
色感;しꜛきかん
私企業;しꜛきꜜぎ~ょう
敷金;しꜛきꜜきん
指揮権;しꜛきꜜけん
識見;しꜛきけん
色彩;しꜛきさい
四季咲き;しꜛきざき
四季桜;しꜛきざꜜくら
直参;じꜛき*さん
式三番;しꜛきさꜜんば
色紙;しꜛきし
色紙;しꜛきꜜし
式辞;しꜛきじ
式次;しꜛきじ
識字;しꜛきじ
直々;じꜛきじき
式次第;しꜛきしꜜだい
式日;しꜛきじつ
指揮者;しꜛきꜜしゃ
識者;しꜛきꜜしゃ
色弱;しꜛきじゃく
式場;しꜛきじょう
色情;しꜛきじょう
仕着せ;しꜛきせ
お仕着せ;おꜛし*きせ
色素;しꜛきꜜそ
色素;ꜛしꜜき*そ
直訴;ꜛじꜜき*そ
直訴;じꜛき*そ
色相;しꜛきそう
直奏;じꜛき*そう
色即是空;しꜛきそくぜꜜくう
敷畳;しꜛきだꜜたみ
仕来たり;しꜛきたり
直談;じꜛきだん
敷地;しꜛきち
色調;しꜛきちょう
敷き詰める;しꜛきつめꜜる
式亭三馬;ꜛしきてꜜいさꜛんば
式亭三馬;しꜛきていさꜜんば
磁気テープ;じꜛき*てꜜえぷ
直弟子;じꜛきでし
式典;しꜛきてん
直伝;じꜛきでん
指揮刀;しꜛきとう
直答;じꜛき*とう
直取り引き;じꜛき*とꜜりひ*き
直に;じꜛきに
地絹;じꜛぎ~ぬ
敷きのし;しꜛきのし
敷き伸し;しꜛきのし
直披;じꜛき*ひ
直筆;じꜛきひ*つ
敷布;しꜛきふ
式部;しꜛきꜜぶ
式服;しꜛきふ*く
敷布団;しꜛきぶꜜとん
識別;しꜛきべつ
指揮棒;しꜛきꜜぼう
指揮棒;しꜛきぼう
色魔;しꜛきꜜま
樒;しꜛきみ
樒;しꜛきꜜみ
色盲;しꜛきもう
式目;しꜛきもく
敷物;しꜛきもの
直門;じꜛきもん
しぎ焼き;しꜛぎ~やき
鴫焼き;しꜛぎ~やき
自虐;じꜛぎ~ゃく
至急;しꜛきゅう
支給;しꜛきゅう
子宮;しꜛきゅう
四球;しꜛきゅう
死球;しꜛきゅう
自給;じꜛきゅう
時給;じꜛきゅう
支給額;しꜛきゅꜜうが~く
子宮がん;しꜛきゅꜜうが~ん
子宮癌;しꜛきゅꜜうが~ん
自給作物;じꜛきゅうさくꜜもつ
始球式;しꜛきゅꜜうし*き
自給自足;じꜛきゅうじそく
自給自足;ꜛじきゅꜜうじꜛそく
自給自足;じꜛきゅうじꜜそく
持久戦;じꜛきゅうせん
持久走;じꜛきゅꜜうそう
持久走;じꜛきゅうそう
子宮病;しꜛきゅうびょう
至急便;しꜛきゅうびん
至急便;しꜛきゅꜜうびん
至急報;しꜛきゅꜜうほう
至急報;しꜛきゅうほう
自給率;じꜛきゅꜜうりつ
持久力;じꜛきゅꜜうりょく
死去;ꜛしꜜきょ
死去;しꜛきょꜜ
辞去;ꜛじꜜきょ
司教;しꜛきょꜜう
司教;ꜛしꜜきょう
市況;しꜛきょう
詩興;しꜛきょう
始業;しꜛぎ~ょう
自供;じꜛきょう
事業;ꜛじꜜぎ~ょう
地形;じꜛぎ~ょう
事業家;じꜛぎ~ょうか
事業債;じꜛぎ~ょꜜうさい
始業式;しꜛぎ~ょꜜうし*き
事業所;じꜛぎ~ょうしょ
事業税;じꜛぎ~ょꜜうぜい
事業主;じꜛぎ~ょꜜうぬし
事業費;じꜛぎ~ょꜜうひ
試供品;しꜛきょうひん
色欲;しꜛきよく
色欲;しꜛきꜜよく
支局;しꜛきょく
支局;しꜛきょꜜく
支局;ꜛしꜜきょく
時局;ꜛじꜜきょく
時局;じꜛきょく
磁極;じꜛきょく
磁極;ꜛじꜜきょく
仕切り;しꜛきり
頻;しꜛきり
仕切り板;しꜛきりいꜜた
仕切り板;しꜛきりꜜいた
仕切り書き;しꜛきりが~き
仕切り金;しꜛきりきん
仕切り書;しꜛきりしょ
仕切り書;しꜛきりしょꜜ
仕切り状;しꜛきりじょう
仕切り状;しꜛきりꜜじょう
仕切り線;しꜛきりせん
仕切り帳;しꜛきりちょう
仕切り直し;しꜛきりなおし
仕切り直し;しꜛきりなꜜおし
仕切る;しꜛきꜜる
直話;じꜛきわ
敷きわら;しꜛきわら
敷き藁;しꜛきわら
賜金;しꜛきꜜん
資金;しꜛきꜜん
資金;ꜛしꜜきん
至近;しꜛきん
詩吟;しꜛぎ~ん
資金繰り;しꜛきんぐ~り
資金源;しꜛきꜜんげ~ん
試金石;しꜛきꜜんせき
資金難;しꜛきꜜんなん
市区;ꜛしꜜく
詩句;ꜛしꜜく
敷く;しꜛく
字句;ꜛじꜜく
軸;じꜛくꜜ
軸足;じꜛくあし
軸足;じꜛくꜜあし
時空;じꜛくう
軸受け;じꜛくうけ
軸受け;じꜛくうけꜜ
軸木;じꜛくぎ~
軸木;じꜛくぎ~ꜜ
仕種;ꜛしꜜぐ~さ
仕種;しꜛぐ~さ
ジグザグ;じꜛぐざぐ
ジグザグ;ꜛじꜜぐざぐ
ジグザグコーシン;じꜛぐざぐこꜜうしん
忸怩;ꜛじꜜくじ
しくしく;しꜛくꜜし*く
しくしく;ꜛしꜜくし*く
失敗り;しꜛくじり
失敗り;しꜛくじりꜜ
しくじる;しꜛくじꜜる
地崩れ;じꜛくꜜずれ
ジグソーパズル;じꜛぐそうぱꜜずる
地口;じꜛぐ~ち
試掘;しꜛくつ
試掘権;しꜛくつ*ꜜけん
シグナル;ꜛしꜜぐなる
四苦八苦;しꜛくはꜜっく
字配り;じꜛくꜜばり
シグマ;ꜛしꜜぐま
σ;ꜛしꜜぐま
仕組み;しꜛくみ
仕組む;しꜛくꜜむ
軸物;じꜛくꜜもの
軸物;じꜛくもの
シクラメン;しꜛくらꜜめん
時雨;しꜛぐ~れ
しぐれ煮;しꜛぐ~れに
時雨もよう;しꜛぐ~れもꜜよう
時雨れる;しꜛぐ~れꜜる
時雨れる;しꜛぐ~れる
四君子;しꜛくꜜんし
時化;しꜛけꜜ
地毛;じꜛげ~
死刑;しꜛけꜜい
私刑;しꜛけい
私刑;しꜛけꜜい
紙型;しꜛけい
詩形;しꜛけい
市警;しꜛけい
至芸;しꜛげ~い
至芸;ꜛしꜜげ~い
字形;じꜛけい
自警;じꜛけい
次兄;じꜛけい
次兄;ꜛじꜜけい
私経済;しꜛけꜜいざい
死刑囚;しꜛけꜜいしゅう
自警団;じꜛけꜜいだん
史劇;ꜛしꜜげ~き
詩劇;ꜛしꜜげ~き
刺激;しꜛげ~き
刺激剤;しꜛげ~きꜜざい
刺激剤;しꜛげ~きざい
刺激性;しꜛげ~きせい
刺激的;しꜛげ~き*てき
繁く;ꜛしꜜげ~く
繁々;ꜛしꜜげ~しげ~
繁々;しꜛげ~しꜜげ~
止血;しꜛけつ
自決;じꜛけつ
止血剤;しꜛけつꜜざい
止血剤;しꜛけつざい
茂み;しꜛげ~み
茂み;しꜛげ~みꜜ
茂り;しꜛげ~りꜜ
茂り合う;しꜛげ~りあꜜう
茂り合う;しꜛげ~りあう
時化る;しꜛけꜜる
湿気る;しꜛけꜜる
湿気る;しꜛける
茂る;しꜛげ~ꜜる
試験;しꜛけꜜん
私見;しꜛけん
私権;しꜛけん
私権;しꜛけꜜん
資源;ꜛしꜜげ~ん
至言;しꜛげ~ん
事件;ꜛじꜜけん
示現;じꜛげ~ん
字源;じꜛげ~ん
時限;じꜛげ~ん
次元;じꜛげ~ん
試験官;しꜛけꜜんかん
試験管;しꜛけんかん
試験管;しꜛけꜜんかん
試験所;しꜛけんじょ
試験所;しꜛけんじょꜜ
試験場;しꜛけんじょう
時限;じꜛげ~んす*ꜜと
時限スト;じꜛげ~んす*ꜜと
時限;じꜛげ~んす*とꜜ
時限スト;じꜛげ~んす*とꜜ
試験済み;しꜛけんずみ
試験台;しꜛけんだい
試験的;しꜛけんてき
時限爆弾;じꜛげ~んばꜜくだん
試験炉;しꜛけꜜんろ
四股;しꜛこꜜ
死後;ꜛしꜜご~
私語;ꜛしꜜご~
死語;ꜛしꜜご~
詩語;ꜛしꜜご~
自己;ꜛじꜜこ
事故;ꜛじꜜこ
事後;ꜛじꜜご~
持碁;ꜛじꜜご~
自後;ꜛじꜜご~
自己暗示;じꜛこあꜜんじ
しこ鰯;しꜛこいꜜわし
地声;じꜛご~え
伺候;しꜛこう
私交;しꜛこう
私行;しꜛこう
思考;しꜛこう
指向;しꜛこう
施行;しꜛこう
志向;しꜛこう
試行;しꜛこう
至孝;しꜛこう
至高;しꜛこう
嗜好;しꜛこう
歯こう;しꜛこう
歯垢;しꜛこう
事項;ꜛじꜜこう
時候;じꜛこう
時効;じꜛこう
時好;じꜛこう
寺号;ꜛじꜜご~う
次号;ꜛじꜜご~う
施行規則;しꜛこうき*ꜜそく
施行規則;しꜛこうき*そꜜく
試行錯誤;しꜛこうさꜜくご~
而して;しꜛこꜜうし*て
自業自得;じꜛご~うじとく
自業自得;じꜛご~うじꜜとく
自業自得;ꜛじꜜご~うじとく
指向性;しꜛこうせい
指向性アンテナ;しꜛこうせいあꜜんてな
時候外れ;じꜛこうはꜜずれ
施行日;しꜛこꜜうび
しこう品;しꜛこうひん
嗜好品;しꜛこうひん
しこう品;しꜛこꜜうひん
嗜好品;しꜛこꜜうひん
扱き;しꜛご~きꜜ
扱き;しꜛご~き
しごき帯;しꜛご~きおꜜび
至極;ꜛしꜜご~く
至極;しꜛご~く
扱く;しꜛご~ꜜく
時刻;ꜛじꜜこく
自国;じꜛこく
自国;ꜛじꜜこく
地獄;じꜛご~くꜜ
地獄図;じꜛご~くꜜず
時刻表;じꜛこく*ひょう
地獄耳;じꜛご~くꜜみみ
地獄耳;じꜛご~くみみ
事故死;じꜛこꜜし
自己資金;じꜛこし*ꜜきん
自己資金;じꜛこし*きꜜん
自己資本;じꜛこし*ꜜほん
事後承諾;じꜛご~しょꜜうだく
子午線;しꜛご~ꜜせん
子午線;しꜛご~せん
しこたま;しꜛこたま
仕事;しꜛご~と
お仕事;おꜛしꜜご~と
仕事着;しꜛご~とꜜぎ~
仕事着;しꜛご~とぎ~
仕事師;しꜛご~とꜜし
仕事場;しꜛご~とば
仕事始め;しꜛご~とはꜜじめ
仕事ぶり;しꜛご~とぶり
仕事っぷり;しꜛご~とっぷり
仕事部屋;しꜛご~とべや
しこ名;しꜛこな
四股名;しꜛこな
しこ名;しꜛこꜜな
四股名;しꜛこꜜな
しこなす;しꜛこなꜜす
しこなす;しꜛこなす
自己批判;じꜛこひꜜはん
事故報告書;じꜛこほうこく*しょ
仕込み;しꜛこみ
仕込みづえ;しꜛこみずꜜえ
仕込みづえ;しꜛこみづꜜえ
仕込む;しꜛこꜜむ
凝り;しꜛこり
自己流;じꜛこりゅう
痼る;しꜛこる
痼る;しꜛこꜜる
錣;しꜛころ
紫紺;しꜛこん
歯根;しꜛこん
自今;ꜛじꜜこん
士魂商才;しꜛこꜜんしょうさい
示唆;ꜛしꜜさ
時差;ꜛじꜜさ
市債;しꜛさい
詩才;しꜛさい
子細;しꜛさい
子細;ꜛしꜜさい
司祭;しꜛさい
司祭;ꜛしꜜさい
司祭;しꜛさꜜい
死罪;ꜛしꜜざい
資材;ꜛしꜜざい
資財;ꜛしꜜざい
私財;ꜛしꜜざい
私財;しꜛざい
自在;じꜛざい
自在画;じꜛざいが~
子細顔;しꜛさいが~お
自在かぎ;じꜛざꜜいかぎ~
自在鉤;じꜛざꜜいかぎ~
地境;じꜛざꜜかい
思索;しꜛさく
施策;しꜛさく
試作;しꜛさく
詩作;しꜛさく
自作;じꜛさく
自作自演;じꜛさくじえん
自作農;じꜛさくꜜのう
地酒;じꜛざけ
時差出勤;じꜛさし*ゅꜜっきん
視察;しꜛさつ
刺殺;しꜛさつ
自殺;じꜛさつ
自殺行為;じꜛさつ*こꜜうい
時差ぼけ;じꜛさぼけ
為様;しꜛざま
四散;しꜛさん
試算;しꜛさん
資産;ꜛしꜜさん
資産;しꜛさん
死産;ꜛしꜜざん
死産;しꜛざん
持参;じꜛさん
自賛;じꜛさん
資産家;しꜛさんか
資産株;しꜛさꜜんかぶ
持参金;じꜛさんきん
資産凍結;しꜛさんとꜜうけつ
資産凍結;ꜛしさꜜんとꜛうけつ
持参人;じꜛさんにん
持参人;じꜛさꜜんにん
志士;ꜛしꜜし
嗣子;ꜛしꜜし
四肢;ꜛしꜜし
猪;ꜛしꜜし
獅子;ꜛしꜜし
死屍;ꜛしꜜし
孜々;ꜛしꜜし
支持;ꜛしꜜじ
指示;ꜛしꜜじ
私事;ꜛしꜜじ
師事;ꜛしꜜじ
死児;ꜛしꜜじ
四時;ꜛしꜜじ
侍史;ꜛじꜜし
時事;ꜛじꜜじ
爺;じꜛじꜜい
祖父;じꜛじꜜい
紫宸殿;しꜛしꜜいでん
紫宸殿;しꜛしꜜんでん
鹿威し;しꜛしおꜜどし
獅子踊り;しꜛしおꜜどり
しし踊り;しꜛしおꜜどり
鹿踊り;しꜛしおꜜどり
しし頭;しꜛしが~ꜜしら
獅子頭;しꜛしが~ꜜしら
しし狩り;しꜛしが~り
猪狩り;しꜛしが~り
しし狩り;しꜛしꜜが~り
猪狩り;しꜛしꜜが~り
獅子吼;しꜛしꜜく
爺くさい;じꜛじく*さꜜい
時々刻々;ꜛじꜜじこっこく
支持者;しꜛじꜜしゃ
支持層;しꜛじꜜそう
子々孫々;ꜛしꜜしそんそん
紙質;しꜛし*つ
糸質;しꜛし*つ
私室;しꜛし*つ
資質;しꜛし*つ
資質;ꜛしꜜし*つ
史実;ꜛしꜜじつ
史実;しꜛじつ
地質;じꜛし*つ
自室;じꜛし*つ
じ疾;じꜛし*つ
痔疾;じꜛし*つ
事実;ꜛじꜜじつ
時日;ꜛじꜜじつ
事実談;じꜛじつꜜだん
ししっ鼻;しꜛしꜜっぱな
獅子っ鼻;しꜛしꜜっぱな
ししっ鼻;しꜛしっぱな
獅子っ鼻;しꜛしっぱな
獅子唐;しꜛし*とう
支持票;しꜛじひょう
獅子奮迅;ꜛしꜜしふんじん
寂黙;しꜛじま
獅子舞;しꜛしꜜまい
獅子舞;しꜛしまい
蜆;しꜛじみ
しじみ貝;しꜛじみꜜが~い
しじみ汁;しꜛじみじꜜる
爺むさい;じꜛじむさꜜい
支社;ꜛしꜜしゃ
死者;ꜛしꜜしゃ
使者;ꜛしꜜしゃ
試写;しꜛしゃ
試射;しꜛしゃ
試写;ꜛしꜜしゃ
試射;ꜛしꜜしゃ
侍者;ꜛじꜜしゃ
寺社;ꜛじꜜしゃ
自社;ꜛじꜜしゃ
試写会;しꜛしゃꜜかい
試写会;しꜛしゃかい
子爵;ꜛしꜜしゃく
指示薬;しꜛじꜜやく
磁石;ꜛじꜜしゃく
自若;じꜛじゃく
4捨5入;ꜛしꜜしゃごにゅう
四捨五入;ꜛしꜜしゃごにゅう
寺社奉行;じꜛしゃぶꜜぎ~ょう
柳葉魚;しꜛしゃも
死守;ꜛしꜜしゅ
詩趣;ꜛしꜜしゅ
自主;ꜛじꜜしゅ
自首;じꜛしゅ
自首;ꜛじꜜしゅ
詩集;しꜛしゅう
死臭;しꜛしゅう
刺繍;しꜛしゅう
始終;ꜛしꜜじゅう
四十;しꜛじゅꜜう
自習;じꜛしゅう
侍従;じꜛじゅう
自重;じꜛじゅう
次週;ꜛじꜜしゅう
次週;じꜛしゅう
四十肩;しꜛじゅꜜうかた
四十雀;しꜛじゅꜜうから
四十九日;しꜛじゅうくꜜにち
四十九日;しꜛじゅꜜうくにち
侍従職;じꜛじゅꜜうし*き
侍従職;じꜛじゅꜜうしょく
4重唱;しꜛじゅꜜうしょう
四重唱;しꜛじゅꜜうしょう
4重唱曲;しꜛじゅうしょꜜうきょく
四重唱曲;しꜛじゅうしょꜜうきょく
4重唱団;しꜛじゅうしょꜜうだん
四重唱団;しꜛじゅうしょꜜうだん
4重奏;しꜛじゅꜜうそう
四重奏;しꜛじゅꜜうそう
4重奏曲;しꜛじゅうそꜜうきょく
四重奏曲;しꜛじゅうそꜜうきょく
4重奏団;しꜛじゅうそꜜうだん
四重奏団;しꜛじゅうそꜜうだん
侍従長;じꜛじゅꜜうちょう
四十八手;しꜛじゅうはꜜって
歯周病;しꜛしゅうびょう
自主規制;じꜛしゅき*ꜜせい
私淑;しꜛし*ゅく
止宿;しꜛし*ゅく
私塾;しꜛじゅく
私塾;ꜛしꜜじゅく
自粛;じꜛし*ゅく
自主権;じꜛし*ゅꜜけん
自主性;じꜛし*ゅせい
支出;しꜛし*ゅつ
支出額;しꜛし*ゅつꜜが~く
支出高;しꜛし*ゅつꜜだか
自主的;じꜛし*ゅてき
自主独立;ꜛじꜜしゅどくりつ
